Ticker,Category,SP-Rank,Morningstar,MS-Risk,NetAssets,YTD-return,Return-5Y-Avg,YearsUP,YearsDOWN,Best-1Y-Return,Worst-1Y-Return,Best-3Y-Return,Worst-3Y-Return,LAR-1Y,LAR-3Y,LAR-5Y,LAR-10Y,PropCash,PropStocks,PropBonds,PropOther,PropTop10Hold,EqHldPE,EqHldPB,EqHldPS,EqHldPCF,EqHldMedMktCap,EqHld3Y-EarnGr,PropBM,PropCC,PropFS,PropRE,PropCD,PropHC,PropU,PropCS,PropE,PropI,PropT,Best1Y-Return,Worst1Y-Return,Alpha1Y,Beta1Y,MeanRet1Y,R-square1Y,StdDev1Y,Sharpe1Y,Treynor1Y,Alpha3Y,Beta3Y,MeanRet3Y,R-square3Y,StdDev3Y,Sharpe3Y,Treynor3Y
PCACX,Large Value,3,3,3,3140000000,0.1923,0.0769,5,2,0.1948,-0.3564,0.1062,-0.0964,0.1362,0.1402,0.0648,0.0594,0,98.67,0,1.33,26.95,12.62,1.6,0.99,5.77," 26,580.00 ",0.1701,1.88,4.72,27.78,3.43,6.15,13.38,5.93,4.1,13.99,9.39,9.25,0.1948,-0.3564,-1.72,1.12,1.34,97.15,14.07,1.14,14.41,-2.5,1.05,0.78,98.02,19.19,0.48,7.21
PCBSX,Moderate Allocation,3,6,3,603400000,0.0629,0.0752,5,2,0.266,-0.2681,0.116,-0.0412,0.0906,0.0731,0.0752,0.066,31.35,39.68,27.8,0.12,28.48,13.64,1.74,1.52,5.56," 47,500.00 ",0.1768,2.73,7.94,29.32,3.14,8.45,7.27,1.14,7.55,4.21,5.73,22.53,0.266,-0.2681,-2.08,1.02,0.62,96.31,8.81,0.84,7.06,-1.16,1.06,0.68,97.64,12.89,0.62,6.96
PCEMX,Diversified Emerging Mkts,3,3,2,385070000,-0.0604,0.0512,10,7,0.6412,-0.5183,0.3367,-0.2048,0.0107,-0.0046,0.0512,0.1072,3.1,92.6,0,3.07,19.73,12.82,2.48,1.51,5.87," 20,370.00 ",0.1924,5.3,12.56,24.72,2.39,10.43,4.05,4.83,11.03,5.4,6.83,12.47,0.6412,-0.5183,-7.63,0.91,0.1,75.58,18.24,0.06,-0.58,-0.83,1.06,0.7,84.46,25.59,0.32,4.71
PCGRX,Mid-Cap Value,2,1,2,1100000000,0.2286,0.0806,18,4,0.3687,-0.337,0.2148,-0.0778,0.1785,0.1028,0.0679,0.0765,0.69,99.31,0,0,18.88,15.06,1.62,0.64,6.86," 8,470.00 ",0.1975,4.4,11.34,22.21,5.72,3.26,10.5,5.13,0,10.89,10.33,16.21,0.3687,-0.337,-5.88,1.18,1.08,95.16,15.03,0.85,10.49,-2.1,1.06,0.81,94.22,19.66,0.49,7.53
PCLRX,Conservative Allocation,3,1,3,113540000,0.0726,0.0743,7,1,0.1727,-0.1836,0.0946,-0.0241,0.0777,0.0744,0.0743,0.0565,14.66,26.44,46.16,0.36,62.52,16.14,2,1.44,6.93," 33,330.00 ",0.1901,3.68,13.78,16.77,1.38,6.76,16.02,1.77,2.73,8.1,11.19,17.83,0.1727,-0.1836,1.31,0.65,0.61,92.55,5.67,1.28,11.4,1.53,0.68,0.63,95.33,8.39,0.88,10.68
PCOCX,Small Blend,1,4,3,409840000,0.2162,0.1253,8,5,0.4487,-0.3554,0.2042,-0.1249,0.2257,0.1429,0.1253,0.0882,0.33,99.67,0,0,10.62,15.44,1.72,0.89,7.14," 2,470.00 ",0.2122,5.01,14.87,16.23,4.79,3.44,9.45,3.24,0.76,6.14,23.65,12.41,0.4487,-0.3554,-7.71,1.44,1.26,91.32,18.66,0.81,9.89,0.41,1.28,1.24,91.4,24.32,0.6,9.66
PCSSX,Conservative Allocation,4,1,3,1420000000,0.0608,0.0739,4,1,0.212,-0.1957,0.1079,0.0262,0.0706,0.0718,0.0739,0.0569,6.12,42.32,48.16,1.31,77.75,13.98,1.92,1.25,6.56," 23,520.00 ",0.1762,4.39,12.82,18.47,5.02,6.83,11.62,2.98,3.82,10.24,10.9,12.92,0.212,-0.1957,0.08,0.76,0.6,97.7,6.48,1.09,9.38,0.78,0.78,0.63,98.12,9.39,0.79,9.35
PDASX,Large Growth,3,1,2,1220000000,0.1736,0.0891,7,1,0.334,-0.3846,0.1446,-0.0829,0.1503,0.1379,0.0891,0.0676,0.25,97.27,0,2.48,23.42,18.02,3.27,1.67,10.04," 49,390.00 ",0.1829,3.39,16.76,6.58,0.83,16.77,14.61,0.24,2.34,5.42,10.94,22.12,0.334,-0.3846,-2.02,0.99,1.15,95.76,12.57,1.09,13.84,-0.48,0.94,0.84,96.01,17.33,0.57,9.36
PEERX,Europe Stock,4,1,3,189660000,0.2011,0.0798,7,2,0.3373,-0.4546,0.2014,-0.0833,0.3007,0.1193,0.0798,0.0834,3.39,96.61,0,0,26.33,13.24,1.46,0.64,4.23," 27,410.00 ",0.1465,6.08,18.4,18.39,0.83,12.46,9.68,3.29,5.22,8.84,12.09,4.72,0.3373,-0.4546,2.71,1.09,1.1,93.44,19.56,0.67,10.88,1.32,1.09,0.9,96.51,24.66,0.43,7.19
PEIDX,Large Value,3,8,3,8770000000,0.18,0.0622,9,2,0.2765,-0.363,0.1745,-0.0913,0.1711,0.1453,0.0622,0.0774,3.6,96.4,0,0,32.36,11.3,1.63,1.15,5.15," 50,780.00 ",0.1424,6.08,7.89,22.43,1.5,7.87,12.54,1.53,2.04,17.86,6.35,13.9,0.2765,-0.363,-1.86,1.03,1.21,95.16,13.06,1.1,14.08,-3.77,1.05,0.67,95.01,19.42,0.4,5.83
PEIYX,Large Value,4,4,3,4790000000,0.2058,0.1126,11,3,0.2752,-0.311,0.1478,-0.0512,0.2515,0.1716,0.1126,0.0933,4.25,92.65,0,1.38,23.85,12.65,1.51,1.03,5.99," 36,910.00 ",0.0964,4.25,6.15,23.65,1.94,7.55,16.79,3.76,6.06,11.98,9.82,8.07,0.2752,-0.311,-0.96,1.13,1.41,95.12,14.32,1.18,15.18,1.14,1.01,1.04,95.74,18.62,0.66,11.06
PEOPX,Large Blend,4,2,2,2660000000,0.1937,0.0954,18,4,0.2809,-0.3728,0.1387,-0.15,0.1877,0.1573,0.0954,0.0708,1.82,98.08,0,0.1,18.33,14.84,2.13,1.42,7.29," 59,470.00 ",0.1623,3.42,10.86,15.28,1.88,10.86,12.84,3.12,3.76,10.62,10.44,16.91,0.2809,-0.3728,-0.46,1,1.29,100,12.4,1.24,15.67,-0.44,1,0.9,100,18.07,0.59,9.42
PEQMX,World Stock,3,8,4,885420000,0.2089,0.0799,12,5,0.5905,-0.4566,0.1862,-0.1758,0.2135,0.1292,0.0722,0.0617,0.46,93.68,0,5.86,21.75,14.7,1.46,1.08,5.09," 23,560.00 ",0.1588,6.75,18.78,24.19,2.25,5.34,10.11,0.74,3.07,9.21,8.39,11.17,0.5905,-0.4566,6.21,0.89,1.23,85.15,16.73,0.88,15.96,1.96,0.95,0.85,91.04,22.09,0.46,8.27
PEQRX,Large Value,4,4,3,4790000000,0.2014,0.1069,8,1,0.2683,-0.3139,0.13,-0.0558,0.2449,0.1658,0.1069,0.0878,4.25,92.65,0,1.38,23.85,12.65,1.51,1.03,5.99," 36,910.00 ",0.0964,4.25,6.15,23.65,1.94,7.55,16.79,3.76,6.06,11.98,9.82,8.07,0.2683,-0.3139,-1.5,1.13,1.37,95.12,14.34,1.14,14.63,0.62,1.01,1,95.7,18.63,0.63,10.49
PEQYX,World Stock,4,8,4,885420000,0.2167,0.0882,8,2,0.2996,-0.4524,0.1716,-0.0965,0.2674,0.1514,0.0882,0.0736,0.46,93.68,0,5.86,21.75,14.7,1.46,1.08,5.09," 23,560.00 ",0.1588,6.75,18.78,24.19,2.25,5.34,10.11,0.74,3.07,9.21,8.39,11.17,0.2996,-0.4524,6.95,0.89,1.3,85.45,16.77,0.92,16.86,2.72,0.95,0.92,91.13,22.14,0.49,9.12
PEQZX,Large Growth,3,1,4,1100000000,0.2316,0.1091,12,4,0.4302,-0.4092,0.1944,-0.1059,0.2472,0.1433,0.1091,0.0891,1.08,98.92,0,0,13.9,18,2.07,1.24,7.26," 14,810.00 ",0.1846,2.53,17.83,15.68,1.71,6.6,13.6,1.58,4.6,9.15,10.44,16.28,0.4302,-0.4092,-4.26,1.19,1.22,92.39,15.31,0.95,12.01,0.63,1.04,1.03,92.16,19.63,0.62,10.35
PESPX,Mid-Cap Blend,4,3,3,3250000000,0.2277,0.1257,16,5,0.3704,-0.3645,0.2057,-0.091,0.2706,0.1684,0.1257,0.1036,2.71,97.19,0,0.1,7.44,18.4,1.99,1.1,7.23," 4,130.00 ",0.17,4.74,15.19,12.93,8.99,5.05,9.62,4.63,1.14,5.73,17.97,14.02,0.3704,-0.3645,-2.1,1.19,1.4,91.08,15.47,1.08,14.08,1.32,1.16,1.19,92.54,21.75,0.65,10.77
PEUMX,Europe Stock,4,1,3,189660000,0.1991,0.0771,13,5,0.3333,-0.4563,0.1976,-0.167,0.2523,0.1035,0.0695,0.0765,3.39,96.61,0,0,26.33,13.24,1.46,0.64,4.23," 27,410.00 ",0.1465,6.08,18.4,18.39,0.83,12.46,9.68,3.29,5.22,8.84,12.09,4.72,0.3333,-0.4563,2.47,1.09,1.08,93.49,19.56,0.66,10.64,1.08,1.09,0.88,96.52,24.67,0.42,6.95
PEWCX,Large Growth,3,6,2,67840000,0.1616,0.0681,9,3,0.2321,-0.4339,0.126,-0.1264,0.1307,0.1382,0.0681,0.038,0.78,99.22,0,0,26.47,15.86,2.4,1.47,9.01," 37,160.00 ",0.2198,2.85,23.68,7.02,1.18,13.52,13.82,0.02,1.89,3.24,13.03,19.75,0.2321,-0.4339,-2.55,1.03,1.16,90.86,13.46,1.03,13.29,-2.51,0.96,0.69,93.22,17.88,0.45,7.01
PEYAX,Large Value,3,4,3,4790000000,0.2036,0.1098,30,5,0.272,-0.3128,0.145,-0.0535,0.1759,0.1458,0.0968,0.0841,4.25,92.65,0,1.38,23.85,12.65,1.51,1.03,5.99," 36,910.00 ",0.0964,4.25,6.15,23.65,1.94,7.55,16.79,3.76,6.06,11.98,9.82,8.07,0.272,-0.3128,-1.22,1.13,1.39,95.14,14.32,1.16,14.92,0.9,1.01,1.02,95.75,18.6,0.65,10.79
PGFAX,Large Growth,4,5,3,512390000,0.2374,0.1172,8,5,0.3341,-0.3715,0.1467,-0.2438,0.2148,0.1733,0.1172,0.0931,1.44,98.56,0,0,41.81,20.95,3.68,2.81,10.14," 61,920.00 ",0.1926,2.46,20.62,8.28,0,11.79,13.52,0,3.46,5.41,10.57,23.9,0.3341,-0.3715,0.26,1.06,1.42,88.26,13.93,1.22,16.36,2.17,0.94,1.06,91.51,17.7,0.71,12.39
PGHZX,High Yield Bond,3,1,5,1760000000,0.024,0.1041,3,2,0.6381,-0.3396,0.2375,0.0862,0.0638,0.0681,0.1041,0.085,7.87,0.64,78.57,4.4,9.29,11.21,1.15,1.55,4.66," 2,670.00 ",0.0725,51.53,1.34,0.19,0,0,0,0,0,15.88,31.06,0,0.6381,-0.3396,6.88,-0.01,0.58,0,8.03,0.85,-623.67,7.5,0.67,0.93,2.69,14.9,0.74,15.44
PGPCX,Moderate Allocation,3,1,4,1240000000,0.1067,0.0479,10,3,0.2488,-0.4076,0.1197,-0.1287,0.1047,0.0982,0.0479,0.0319,8.93,60.1,29.62,0.16,17.41,13.56,1.67,1.25,6.06," 56,110.00 ",0.1114,2.63,8.98,23.2,0.57,8.1,17.4,4.44,4.62,12.59,9.43,8.04,0.2488,-0.4076,1.32,0.9,0.81,93.14,7.87,1.22,10.83,-3.48,1.06,0.48,77.9,14.42,0.39,4.4
PGRIX,Large Value,3,5,4,5110000000,0.225,0.0926,8,5,0.2839,-0.3931,0.1322,-0.1338,0.2538,0.1483,0.0926,0.0531,1.27,97.34,0,1.4,20.02,12.95,1.5,1.07,5.24," 40,200.00 ",0.1233,4.72,7.14,23.43,0.11,6.64,14.02,3.75,4.36,14.6,10.79,10.44,0.2839,-0.3931,-3.96,1.19,1.25,96.43,15.08,0.99,12.37,-1.46,1.1,0.91,97.82,20.19,0.54,8.28
PGRTX,Small Growth,3,1,4,1810000000,0.3209,0.1588,9,3,0.4736,-0.4518,0.2492,-0.1163,0.3175,0.2122,0.1588,0.1118,0.09,95.64,0,4.27,15.63,25.44,2.52,1.5,11.76," 2,280.00 ",0.174,2.63,16.3,4.15,2.43,3.75,17.77,0.03,0.14,4.52,23.56,24.72,0.4736,-0.4518,0.29,1.3,1.74,84.02,17.54,1.19,16.32,4.06,1.22,1.47,85.28,23.81,0.74,12.96
PGRWX,Large Value,4,5,4,5110000000,0.2322,0.1009,42,13,0.294,-0.3885,0.1407,-0.1273,0.1993,0.1342,0.0879,0.0548,1.27,97.34,0,1.4,20.02,12.95,1.5,1.07,5.24," 40,200.00 ",0.1233,4.72,7.14,23.43,0.11,6.64,14.02,3.75,4.36,14.6,10.79,10.44,0.294,-0.3885,-3.3,1.2,1.31,96.47,15.15,1.04,13.01,-0.73,1.11,0.98,97.82,20.26,0.57,9
PGSCX,Small Blend,4,1,5,162350000,0.3881,0.1158,11,3,0.8183,-0.4405,0.3851,-0.0762,0.421,0.2622,0.1158,0.1448,0,99.39,0,0.61,46.58,14.76,1.87,0.55,4.32,796.64,0.3457,3.58,27.59,6.23,0,0,3.34,0,3.52,11.47,40.89,3.38,0.8183,-0.4405,-0.35,1.67,2.18,77.56,23.54,1.11,15.64,-1.64,1.6,1.35,80.7,32.14,0.5,7.18
PHBLX,Moderate Allocation,3,5,3,593500000,0.0834,0.0777,33,4,0.2338,-0.2584,0.1187,-0.0399,0.0218,0.0787,0.065,0.0517,1.08,52.43,41.89,4.37,11.32,13.28,2.02,0.78,6.51," 28,780.00 ",0.2544,4.02,12.61,20.44,0,3.84,9.55,0,3.81,13.35,15.72,16.67,0.2338,-0.2584,-0.58,1.15,0.84,91.99,10.09,0.99,8.68,-1.14,1.1,0.7,94.5,13.51,0.61,6.98
PHPPX,Mid-Cap Growth,3,1,3,132590000,0.2545,0.1005,8,4,0.3254,-0.4151,0.1819,-0.1613,0.2456,0.1589,0.1005,0.0856,0,97.52,0,2.49,25.42,23.14,3.23,1.97,12.33," 8,380.00 ",0.2588,2.82,25.7,7.38,0,4.9,10.87,0,2.03,3.74,13.17,29.38,0.3254,-0.4151,-2.18,1.15,1.35,75.12,16.51,0.97,13.71,0.64,0.97,0.96,79.17,19.77,0.58,10.21
PHRIX,Real Estate,3,1,3,1310000000,0.015,0.0556,4,2,0.2828,-0.371,0.2171,-0.1212,0.0396,0.1175,0.0556,0.1004,0.17,99.83,0,0,58.25,43.58,2.3,7.29,16.97," 11,890.00 ",0.188,0,0,0,100,0,0,0,0,0,0,0,0.2828,-0.371,1.12,0.94,1.05,61.96,16.99,0.73,12.49,-2.1,1.33,0.88,69.68,31.38,0.33,4.1
PHSRX,Health,3,1,3,1230000000,0.283,0.1047,6,3,0.2484,-0.1732,0.0771,-0.0557,0.2914,0.1618,0.1047,0.0796,0.24,99.39,0,0.19,39.89,16.46,2.51,1.36,12.73," 34,760.00 ",0.0613,0,0,0,0,2.24,97.76,0,0,0,0,0,0.2484,-0.1732,5.83,0.83,1.34,73.05,13.96,1.14,19.31,4.41,0.73,0.95,74.52,16.59,0.68,14.24
PIECX,Conservative Allocation,3,1,2,10050000,0.0805,0.0533,11,3,0.1456,-0.181,0.0721,-0.0397,0.0598,0.0558,0.0533,0.0266,1.81,48.83,47.95,0,18.37,14.87,2.72,1.49,8.57," 66,190.00 ",0.024,3.59,13.88,0,0,15.82,10.47,12.19,11.12,6.71,15.86,10.37,0.1456,-0.181,0.89,0.5,0.46,78.05,4.75,1.15,11.08,0.49,0.56,0.46,88.81,7.16,0.74,9.24
